SentenceId,Phrase,Sentiment
6477,psychologically savvy ,3
6478,best year selection ,4
6479,played ryan gosling  danny frighteningly fascinating contradiction ,3
6480, better described ghost  gone badly awry ,1
6481,asian neorealist treasure ,4
6482,achingly enthralling premise   hindered uneven dialogue plot lapses ,1
6483,disappointingly  characters strange dysfunctional  tom included  skin  compensated large offthewall dialogue  visual playfulness outlandishness idea ,2
6484,scratch hi  scratch music  scratch lesson scratching    passion ,4
6485,rumor angels nt slip  avalanches forced fuzziness ,0
6486,hokey  manipulative bland wonder bread dipped milk  absolute thing need hollywood  preaches ,1
6487, s pleasant ecological  prowildlife sennts certainly welcome ,3
6488,dogtown  zboys evokes blhe rebel fantasy kind insouciance embedded sexy demise james dean ,3
6489,tony gayton s script nt nt   director dj caruso s grimy visual veneer kilmer s absorbing performance increase gravational pull considerably ,2
6490, redundancies  young actors  experienced  inexpressive ,1
6491,compared series spectacular belly flops screen  runteldat triumph ,3
6492, ing painful ,1
6493,taste  funny collegiate grossout comedy goes long  restoring luster national lampoon  franchise  long reduced directtovideo irrelevancy ,3
6494,s reason miss interview assassin,4
6495,knowing look female friendship  spiked raw urban humor ,3
6496,ve  lrb remake rrb stomachturning  adam sandler s new  rapes  pillages incinerates frank capra s classic ,0
6497,  thousand s  better ,1
6498,scene wreaks routine   manages generate single threat suspense ,2
6499,nettelbeck  pleasing  metaphor ,3
6500,succeeds bullock grant share silver screen ,2
6501,s s elaborate dare fullblooded  ,2
6502,mike whe s deft combination subject matter dark  funny humor   girl   worth ing ,4
6503, s unhurried pace actually strengths ,3
6504,cutesy romantic tale twist ,3
6505,bizarre piece work  premise dialogue level kids  television plot threads morose teen pregnancy  rape suspected murder,1
6506,competent  unpretentious entertainment destined afterschool slot shopping mall theaters country ,3
6507,dutifully pulling heartstrings  directors dean deblois chris sanders valiantly punching mix ,3
6508,feels s  giant commercial universal studios  action takes place ,0
6509,s brilliant surfing photography bringing right inside massive waves lifts blue crush summer s pleasurable s ,4
6510,scenes  anguished  bter truthful ,3
6511,romance leads nt compelling believable ,1
6512,lyrical metaphor cultural personal selfdiscovery picaresque view ltleremembered world ,3
6513, ultimately unengaging ,0
6514,fluffy disposible ,1
6515,s  underlying old world sexism monday morning undercuts charm ,1
6516,material slight   better  ,3
6517,s  love  b12 shot  cq shimmers ,4
6518,corpse count ultimately overrides ltle learn  vicarious redemption ,1
6519,opportuny clever   goes right edge kills sense believabily  left nosurprise series explosions violence banderas looks  s trying laugh bad,1
6520,cricism rises easy  cynical potshots morally bankrupt characters ,1
6521,s equally solipsistic tone   valy justify notion creating screen adaptation evans  saga hollywood excess ,3
6522,ltle stylish exercise revisionism point  doubt true  serves moral knowing fable ,1
6523,regards reign awe ,4
6524,  public service  shedding light group extremely talented musicians unnoticed underappreciated music fans ,4
6525, adorably whimsical comedy deserves passing twinkle ,3
6526,innate theatrics provide thrills extreme emotions lose luster flattened onscreen ,0
6527,parents  hand  ahead plot s  nt clever innuendo fil,2
6528,s plot  maddeningly insistent repetive piano score want scream ,1
6529,predictabily bland comfort food appeals   pleasant dish ,1
6530,exercise cynicism b ugly shabby digal photography muddy sound ,0
6531,generic drama going exploive array obligatory cheap thrills ,1
6532,strictly middle road ,2
6533, une anachronistic quick eds occasional jarring glimpses modern theater audience ing events unfold ,1
6534,kiddieoriented stinker bad caught gum stuck seat trying sneak theater,0
6535,makers pushing jokes expense character things fall apart ,1
6536,twob potboiler ,1
6537,gaping plot holes sink  sub   standard thriller drag audience enthusiasm crush depth ,0
6538,makes ,2
6539,s bizarre curiosy memorable mainly  frters a potentially interesting subject matter banal script  unimpressive acting indifferent direction ,2
6540,powder blues sunsplashed whes tunis alluring backdrop sensuous spired tale prim widow finds unly release bellydancing clubs ,3
6541,amazing  work convincing s  end ll swear wet places feel sand creeping ,3
6542,insular world,2
6543,violent iniation re audience  angelique  lrb opening rrb dance guarantees karmen s enthronement cinema s memorable women ,2
6544,jack nicholson makes man able tribute craft  legend ,4
6545,expect  assuming bar expectations nt raised sixthgrade height ,0
6546,brooding qualy  ash wednesday suspenseful ultimately unpredictable  sterling ensemble cast ,3
6547,hollywood ending disappointing woody allen  ,0
6548, great party ,3
6549,masochistic goers need apply ,1
6550,caviezel embodies transformation character completely ,3
6551,rarely   willing champion fallibily human heart ,4
6552,entire  big excuse play lewd scene ,0
6553,leigh s daring denying hardscrabble lives  economic fringes margaret thatcher s ruinous legacy  insists importance moments  connect express love ,2
6554,lrb h rrb ad suffered bled hard ground ia drang  d want b complex soldiers remembered ,1
6555,makers wisely decided let crocodile hunter steve irwin best  fashion  ,3
6556,despe pyrotechnics  narc strictly book ,2
6557,s cute frissons discovery humor chaplin kidman nicely wound clock ticking  humming ,3
6558,simply eloquently articulates tangled feelings particular new yorkers deeply touched unprecedented tragedy ,4
6559,collapses meager weight ,1
6560, girl  talent undeniable results underwhelming ,1
6561,start reading scripts signing dotted line ,1
6562,stirring  funny finally transporting reimagining beauty beast 1930s horror s,4
6563,abysmally pathetic,0
6564,best animated feature h theaters beauty beast 11 years ago ,4
6565,farce parody comedy premise  nt comparison realy commentary knowledge s ,2
6566,s surprisingly decent  particularly tenth installment series ,3
6567,rubbo s humorously tendentious intervention whowroteshakespeare controversy ,3
6568,spain s greatest star wattage nt overcome tumult maudlin tragedy ,1
6569,real women curves nt offer easy answers ,2
6570,protagonist distinguishable condion hardly matters actory concoctions  defined child dimness handful quirks ,1
6571,replacing john carpenter s stylish tracking shots degraded  handheld blair wch videocam footage ,1
6572,response new sequel  analyze  hinge thought  ,2
6573,smarter commercials ,3
6574,missteps fascinating  riveting  send path mundane ,2
6575,s sad academy award winning actresses lrb academy award winning actor rrb succumb appearing junk s tv scom material best ,1
6576,  ,2
6577, s centre precisely layered performance actor midseventies  michel piccoli ,2
6578,pegged groove new york dating comedy  issues  simplify ,2
6579,weird  arresting ltle ride ,3
6580,funny popcorn flick ,3
6581,   re interested care ,4
6582,short quaint  touchingly mending child s pain dead mother communication old woman straight eudora welty ,3
6583,s difficult discern crazy work disturbed genius merely 90 minutes postadolescent electra rebellion ,2
6584,unremarkable  modern actioncomedy buddy  nod nostalgia tle ,2
6585,helmer hudlin tries hip comedy  dependence slapstick defeats possibily creating darkly edged tome ,1
6586,highly amused idea come point society deemed important  hired portray richard dawson ,4
6587,earnest  unsubtle hollywoodpredictable  green dragon deeply moving effort human face travail thousands vietnamese ,3
6588,average comingofage tale elevated wholesome twist pesky mother interfering son s discovery homosexualy ,2
6589,consider review lifeaffirming ,2
6590, s heady far impenetrable theory suggests russians comfort closedoff nationalist realy ,2
6591,freundlich s lrb crudup rrb suburban archect  cipher ,2
6592,s poignant artist 90plus years taking effort share impressions life loss  art ,3
6593,stay creds devastating comic impersonation dustin hoffman revelatory ,4
6594,senntal script problems  actors pick slack ,3
6595,opera  satisfactory ,1
6596,offended lack fah audience display ,1
6597,humor spy anemic ,1
6598,fairly harmless ultimately lifeless featurelength afterschool special ,1
6599,tell immediately welcome collinwood nt going jell ,1
6600,grownup quibbles point ,2
6601,purportedly study modern alienation  s ltle particularly slanted  gay sm fantasy  enervating deadeningly drawnout ,1
6602,piece mildly entertaining  inoffensive fluff drifts aimlessly 90 minutes lodging cracks evergrowing category  unembarrassing unmemorable ,1
6603,vision awkward age sex threatens overwhelm acute squirm recognion ,2
6604,remarkable intelligence intensy ,4
6605,opportuny missed ,1
6606,s sobering  particularly s conflict resolved easily  soon ,2
6607,ub equally spoofs celebrates outre aspects  black culture  dorkier aspects  whe culture   points inseparable ,3
6608,excels  un hollywood s ilk  offers hope ,3
6609,amazing supersized dosage goofball stunts  jackass  fan want ,4
6610,director s cut  adds 51 minutes  takes great  turns mundane soap opera ,1
6611,consummate actor barry excellent work ,4
6612,majidi s direction smoother confident ,4
6613,trapped presents frightening compelling   ,3
6614,actors stand  s problem   characterization matters atmosphere ,2
6615,entered bizarre realm director adrian lyne holds s  relationships simultaneously broadly metaphorical  oddly abstract  excruciatingly leral ,2
6616,et works flabbergasting principals  14yearold robert macnaughton  6yearold drew barrymore 10yearold henry thomas  convince existence wise  wizened visor fara planet ,4
6617, quiet power ,3
6618,changing lanes anomaly hollywood   s wellwrten occasionally challenging social drama actually interesting ,4
6619,list  cred  resumes future  ll funnier  ,1
6620,enthralling  entertaining feature ,4
6621, bter sweet  romantic comedic  warm fuzzy ,3
6622,painfully padded ,1
6623,s worth taking kids ,4
6624,m sure half dragonfly worse  s happening  s happening  s stupid ,0
6625, strong message giving loved  s easy   probably disturb ,2
6626,characters sketches  leaves true emotional connection identification frustratingly reach ,0
6627,drug abuse  infidely death nt usually comedy fare  turpin s  allows chuckle angst ,3
6628,muddled  melodramatic paranormal romance all low kevin costner ,0
6629,rest   dudsville ,0
6630,nt nt warned ,1
6631,s fting  artificial soulless country bears owes genesis animatronic display disneyland ,0
