SentenceId,Phrase,Sentiment
6778,allegory concerning chronically mixed signals african american professionals overachieving intriguing  supernatural trappings obscure message ,1
6779,pianist polanski s best film ,4
6780,compelling  gutclutching piece advocacy cinema carries torrent emotion explores awful complications terrifying day ,4
6781,s stale  overused cocktail olives 1962 garnish ,0
6782,enormously enjoyable  highadrenaline documentary ,4
6783,past surrealist flourishes,3
6784,different movie  tedious  director viewers like skip film buffs know ,3
6785,absurdist spider web ,1
6786,years later  et cinematic touchstone ,4
6787,legendary shlockmeister ed wood movie vampire  probably look lot like alarming production  adapted anne rice s novel vampire chronicles ,2
6788,red dragon baroque showy hannibal  emotionally affecting silence ,2
6789,s affecting  amusing  sad reflective ,3
6790,turns gripping  amusing  tender heartwrenching  laissezpasser earmarks french cinema best ,3
6791,dialogue choppy monosyllabic despite fact dubbed ,1
6792, hokey art house pretension ,1
6793,khouri manages  terrific flair  extremes screwball farce bloodcurdling family intensity continuum ,3
6794,nadia s birthday bad day ,2
6795,film centering traditional indian wedding contemporary new delhi sound like specialized fare  mira nair s film absolute delight audiences ,4
6796,s frightful vanity film  doubt  pays debt miramax felt owed benigni ,0
6797,excellent sequel ,4
6798,comes coherent ,1
6799,simplicity puts exclamation point fact nt taken seriously  wrecks chance movie rising similar fare ,1
6800,prechewed,1
6801,minutes talking til end year ,3
6802,loud  ugly  irritating movie satirical salvos hitting discernible target ,0
6803,orders nurtures multilayers characters  allowing remember life s ultimately gamble orders embraced ,4
6804,sweetest thing expressly idiots nt care kind sewage shovel mental gullets simulate sustenance ,0
6805,ultimately  yes  snaillike pacing lack thematic resonance film silly scary  like sort martha stewart decorating program run amok ,0
6806,based ugly ideas instead ugly behavior  happiness   storytelling far appealing ,4
6807,weird  vulgar comedy s definitely acquired taste ,2
6808,directorwriter bille august  depicts relationship economical grace  letting superb actors convey martin s deterioration barbara s sadness   occasionally  anger ,2
6809,unlike anime  ardent fans outside japan introverted young men fantasy fetishes  metropolis hopelessly juvenile ,3
6810, wise elegiac ,4
6811,certainly wo nt win awards plot department sets pretensions delivers big time ,3
6812,home video  devoid artifice purpose appears edited ,0
6813,story gives ample opportunity largescale action suspense  director shekhar kapur supplies tremendous skill ,4
6814,makes killed father compelling  terrific performances  fontaine s willingness wander dark areas parentchild relationships flinching ,4
6815,lrb niro rrb  city sea slip waves ,1
6816,realize nt good cheesy bmovie playing theaters   week s reign ,1
6817,movie riveting power sadness ,4
6818,intriguing curiosity gripping thriller ,2
6819,worthwhile documentary  re rap  leave wanting answers credits roll ,3
6820, instead rent  shakes clown   funnier film similar theme equally great robin williams performance ,1
6821,longer possess lackofattention span seventeen  trouble sitting blade ii ,3
6822,actionthrillerdark comedy repellent things pop cinematic year littered celluloid garbage ,1
6823,brown sugar signals director rick famuyiwa s emergence articulate  grownup voice africanamerican cinema ,3
6824,almodovar imaginative teacher emotional intelligence engaging film men discover william james called  gift tears  ,4
6825,fine idea film  stultifying  lifeless execution ,1
6826,avary s film emerges shadow ellis  book ,2
6827,painless timekiller instead grating endurance test ,1
6828,s endlessly inventive  consistently intelligent sickeningly savage ,4
6829,journey worth time  especially ellen pompeo sitting ride ,3
6830,performances engaging  loose collection largely improvised numbers probably worked better onehour tv documentary ,1
6831,leaves viewers cold undermines phenomenal performances ,1
6832,tired  unimaginative derivative variation alreadyshallow genre ,1
6833,yes  mibii rote work predictable  philosophical visual coming right end extravagantly redeems ,3
6834,bit eager ,1
6835,thing distinguishes randall wallace film fact distinguishing randall wallace film ,0
6836,10 minutes film ll whiteknuckled unable look away ,4
6837,determination pinochet s victims seek justice  heartbreaking testimony  spoken directly director patricio guzman s camera  pack powerful emotional wallop ,4
6838,writerdirector alexander payne lrb election rrb cowriter jim taylor brilliantly employ quirky fearless ability look american angst eye end laughing ,3
6839,movie clever  offbeat gritty overcome resistance ,3
6840,film presents visceral dangerously honest revelations men machines curtains planet ,3
6841,manages squeeze angelina jolie s surprising flair selfdeprecating comedy ,3
6842,delicious delicately funny look residents copenhagen neighborhood coping befuddling complications life tosses ,4
6843,doubt delight plympton s legion fans  80 minutes shenanigans exhausting ,2
6844,glitz  hollywood sordid disgusting ,0
6845,folks started hanging barbershop  wanted leave ,3
6846,lrb rrb immediacy intimacy sucks dares believe s true ,3
6847,characters generic plot bland rogue cia assassins working chris cooper s agency boss close resourceful amnesiac  nt feel damonbourne predicament ,0
6848,malone gift generating nightmarish images hard burn brain ,2
6849,arty gay film ,2
6850,s help entertained sight getting away ,3
6851,mention  solaris  years m sure saw opinion share ,3
6852,provides moving revelatory footnote holocaust ,4
6853,mastering formidable arithmetic cameras souls  group articulates flood emotion ,3
6854,movie story afterthought amidst swirl colors inexplicable events ,1
6855,manages accomplish sequels  equals original ways betters ,3
6856,leads natural lovely  pace serene  humor wry sprightly ,4
6857,cantet beautifully illuminates means inside looking  times outside looking ,3
6858,journalism 1960s ,2
6859,pretty sucks  funny moment ,1
6860,s like having real film nijinsky  s better eponymous 1980 biopic soap places mysteries lingered ,3
6861,shoddy male hip hop fantasy filled guns  expensive cars  lots naked women rocawear clothing ,1
6862,madonna ca nt properly called acting  accurately  s moving s talking s occasionally gesturing  ,1
6863,babyfaced renner eerily convincing bland blank man unimaginable demons ,3
6864,different kind love story  dark  disturbing  painful watch  compelling ,2
6865,nt understand earth going  movie stimulate hours post viewing discussion  reminded ,3
6866,funny  somber  absurd   finally  achingly sad  bartleby fine  understated piece filmmaking ,4
6867,lrb t rrb slop nt potential cult film  s loud shout insults screen ,0
6868,telling story largely untold  bui chooses produce ultimately suspiciously familiar ,2
6869,big fat greek wedding best date movie year  s  dare twice  delightfully charming  totally american  add  slice comedic bliss ,4
6870,provides satisfactory overview bizarre world extreme athletes daredevils express views ,3
6871,exaggerated parody grossout flicks  college flicks  flicks general ,1
6872,looks feels like lowbudget hybrid scarface carlito s way ,1
6873,reward thoughtful  emotional movie experience ,4
6874,kwan master shadow  quietude  room noise  lan yu disarmingly livedin movie ,3
6875,neil burger succeeded  making mystery decades springboard immediate mystery present ,4
6876,komediant tale worth catching ,3
6877,drags  forced reflect visual imagination breathtaking,3
6878,feeling like dope rarely fun queens ,2
6879,halloween s  visually unappealing ,0
6880,funny  sexy  devastating incurably romantic ,4
6881,directors brett morgen nanette burstein bold biographical fantasia ,4
6882,trying grab lump playdoh  harder liman tries squeeze story  details slip fingers ,1
6883,s consistently funny  irresistible juniorhigh way  consistently free gag force millisecond thought ,3
6884,check 10 minutes  repulsive 30 40 minutes ,0
6885,drive right noticing special  save comic turns  intended ,1
6886,lrb macdowell rrb ventures abilities times reveals bad actress ,0
6887,question hanging time machine  main character suggests    ,2
6888,good great freeman judd work ,3
6889,story zings way originality  humour pathos ,4
6890,doubt  film ratchets stirring soundtrack  throws fishoutofwater gag lets cliched dialogue rip ,2
6891,movie s overbearing overthetop family depicts ,1
6892,liked endlessly  grotesquely  inventive ,3
6893,story unrequited love nt sustain halfhour ,1
6894,smash em   crash em   shoot em  ending comes substituting mayhem suspense ,2
6895,suffers unlikable characters selfconscious sense quirky hipness ,0
6896,fragile framework hang broad  mildly fleshedout characters conjured 10 minutes prior filming ,1
6897,offers guiltfree trip feelgood territory ,4
6898,important exhilarating forms animated filmmaking old walt doodled steamboat willie ,4
6899, shrek   monsters  inc   s bad ,3
6900,fairness  report children varying ages audience coughed  fidgeted romped aisles bathroom breaks ,3
6901,ou ve got love disney pic little cleavage  heroine feisty principled jane ,3
6902,simple innocent movie imagine ,3
6903,confession  nt particularly like et time saw young boy ,1
6904,sling blade south heaven  west hell pantheon billy bob s body work ,2
6905,hanukkah spirit fried pork ,1
6906,eventually  showdown    senses mushy peas nt care fires winning shot ,0
6907,witty dialog realistic characters showing honest emotions ,3
6908,13 conversations bit enigmatic overly ambitious fully successful  sprecher screenwriting partner sister  karen sprecher  nt run ideas ,2
